OBJECTID,TreeID,DataProvider,District,Street,AreaGroup,TreeType,PlantingYear,PlantingYear_txt,TrunkSize,TrunkSize_txt,TreeHeight,TreeHeight_txt,TreeCrownDiameter,TreeCrownDiameter_txt,TreeNumber
394041618,2042,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1992,"1992",67,67 cm,3,11-15 m,3,7-9 m,"2058"
394043376,231236,magistrat,1,"01., Parkanlage Secession, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),0,nicht definiert,84,84 cm,2,6-10 m,2,4-6 m,"21"
394044898,159473,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1967,"1967",135,135 cm,3,11-15 m,4,10-12 m,"2025"
394043862,348441,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2018"
394043883,6265,magistrat,1,Kumpfgasse,"MA 28 - Straße, Grünanlage",Crataegus monogyna (Weißdorn),2003,"2003",45,45 cm,2,6-10 m,2,4-6 m,"1002"
394043894,340503,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"3001"
394043909,348851,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2051"
394044444,343224,magistrat,1,Rudolfsplatz,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2002"
394043998,345153,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2050"
394044066,345152,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2048"
394044600,348094,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2079"
394045188,6115,magistrat,9,Kolingasse,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1882,"1882",308,308 cm,7,31-35 m,8,>21 m,"1051"
394044128,333258,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2046"
394044660,352979,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"4061"
394044713,352977,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2059"
394044742,12265,magistrat,1,Schwedenplatz,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1961,"1961",145,145 cm,4,16-20 m,4,10-12 m,"1003"
394044767,347354,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"3058"
394044774,159679,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1954,"1954",184,184 cm,4,16-20 m,5,13-15 m,"4005"
394045342,9561,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1860,"1860",404,404 cm,5,21-25 m,7,19-21 m,"5001"
394044797,347137,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2014"
394043778,341514,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2033"
394047405,340501,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2020"
394046921,6039,magistrat,9,Kolingasse,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1991,"1991",73,73 cm,2,6-10 m,3,7-9 m,"2004"
394046936,345161,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1009"
394046968,202461,magistrat,9,Kolingasse,"MA 28 - Straße, Grünanlage",Fraxinus ornus (Blumenesche),2013,"2013",27,27 cm,1,0-5 m,1,0-3 m,"1033"
394046992,187054,magistrat,9,Kolingasse,"MA 28 - Straße, Grünanlage",Fraxinus ornus (Blumenesche),2012,"2012",39,39 cm,1,0-5 m,1,0-3 m,"1014"
394047007,347736,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2015"
394047016,187053,magistrat,9,Kolingasse,"MA 28 - Straße, Grünanlage",Fraxinus ornus (Blumenesche),2012,"2012",39,39 cm,1,0-5 m,1,0-3 m,"1010"
394046714,5587,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1998,"1998",55,55 cm,2,6-10 m,2,4-6 m,"1034"
394046362,350937,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1009"
394046376,350936,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1005"
394046406,1897,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Tilia cordata (Winterlinde),1988,"1988",97,97 cm,4,16-20 m,3,7-9 m,"4009"
394046407,1843,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Tilia tomentosa (Silberlinde),1982,"1982",103,103 cm,3,11-15 m,3,7-9 m,"1024"
394046413,341513,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"3038"
394046414,332281,magistrat,1,Minoritenplatz,"MA 28 - Straße, Grünanlage",Prunus avium (Vogelkirsche),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2004"
394049073,179960,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2010,"2010",49,49 cm,2,6-10 m,2,4-6 m,"4008"
394049075,179959,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2010,"2010",47,47 cm,2,6-10 m,2,4-6 m,"4007"
394049084,234179,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",62,62 cm,2,6-10 m,2,4-6 m,"3016"
394049107,200664,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",50,50 cm,2,6-10 m,2,4-6 m,"3031"
394049113,72630,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,95,95 cm,3,11-15 m,3,7-9 m,"2104"
394049114,72620,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,108,108 cm,3,11-15 m,3,7-9 m,"2094"
394049119,72604,magistrat,2,Obere Donaustraße,Hauptstraße B227,Sophora japonica (Schnurbaum),0,nicht definiert,215,215 cm,3,11-15 m,5,13-15 m,"2078"
394049127,72603,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,115,115 cm,3,11-15 m,3,7-9 m,"2077"
394049132,72602,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,100,100 cm,3,11-15 m,3,7-9 m,"2076"
394049133,72596,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,144,144 cm,3,11-15 m,3,7-9 m,"2070"
394049641,11964,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2000,"2000",44,44 cm,2,6-10 m,2,4-6 m,"3075"
394049647,11956,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1999,"1999",62,62 cm,2,6-10 m,2,4-6 m,"3067"
394049659,11949,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1962,"1962",142,142 cm,3,11-15 m,4,10-12 m,"3060"
394049661,11948,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1985,"1985",94,94 cm,4,16-20 m,3,7-9 m,"3059"
394049136,72585,magistrat,2,Obere Donaustraße,Hauptstraße B227,Celtis australis (Südlicher Zürgelbaum),0,nicht definiert,153,153 cm,3,11-15 m,3,7-9 m,"2059"
394049137,72580,magistrat,2,Obere Donaustraße,Hauptstraße B227,Celtis australis (Südlicher Zürgelbaum),0,nicht definiert,102,102 cm,2,6-10 m,3,7-9 m,"2054"
394049141,2123,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1975,"1975",112,112 cm,2,6-10 m,3,7-9 m,"3016"
394049142,72576,magistrat,2,Obere Donaustraße,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,79,79 cm,2,6-10 m,2,4-6 m,"2050"
394049145,72571,magistrat,2,Obere Donaustraße,Hauptstraße B227,Robinia pseudoacacia (Scheinakazie),0,nicht definiert,198,198 cm,2,6-10 m,4,10-12 m,"2045"
394049163,72531,magistrat,2,Obere Donaustraße,Hauptstraße B227,Malus spec. (Apfelbaum),0,nicht definiert,62,62 cm,1,0-5 m,3,7-9 m,"1007"
394049679,337946,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"3051"
394049171,184682,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2011,"2011",33,33 cm,2,6-10 m,1,0-3 m,"2004"
394049706,156487,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2007,"2007",70,70 cm,3,11-15 m,2,4-6 m,"3032"
394049711,156486,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2007,"2007",76,76 cm,3,11-15 m,2,4-6 m,"3031"
394049718,156485,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2007,"2007",68,68 cm,3,11-15 m,2,4-6 m,"3026"
394049905,95426,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1967,"1967",121,121 cm,4,16-20 m,4,10-12 m,"4031"
394049908,95421,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1995,"1995",65,65 cm,3,11-15 m,2,4-6 m,"4026"
394049916,95415,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1984,"1984",85,85 cm,4,16-20 m,2,4-6 m,"4020"
394049251,2969,magistrat,1,Franz-Josefs-Kai,Hauptstraße B227,Acer pseudoplatanus (Bergahorn),0,nicht definiert,84,84 cm,2,6-10 m,2,4-6 m,"1054"
394049252,180557,magistrat,1,Franz-Josefs-Kai,Hauptstraße B227,Acer platanoides (Spitzahorn),0,nicht definiert,34,34 cm,2,6-10 m,1,0-3 m,"1043"
394049253,2915,magistrat,1,Franz-Josefs-Kai,Hauptstraße B227,Acer pseudoplatanus (Bergahorn),0,nicht definiert,121,121 cm,2,6-10 m,3,7-9 m,"1033"
394049255,2873,magistrat,1,Franz-Josefs-Kai,Hauptstraße B227,Acer pseudoplatanus (Bergahorn),0,nicht definiert,119,119 cm,3,11-15 m,3,7-9 m,"1008"
394049277,130467,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2006,"2006",62,62 cm,2,6-10 m,2,4-6 m,"4088"
394049280,12061,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2001,"2001",59,59 cm,3,11-15 m,2,4-6 m,"4087"
394049285,12055,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1990,"1990",84,84 cm,3,11-15 m,3,7-9 m,"4081"
394049289,233884,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata 'Fastigiata' (Säulenblasenbaum),2013,"2013",39,39 cm,2,6-10 m,1,0-3 m,"1007"
394049806,95486,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1997,"1997",62,62 cm,3,11-15 m,2,4-6 m,"5028"
394049810,95485,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1982,"1982",89,89 cm,4,16-20 m,2,4-6 m,"5027"
394049835,95477,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1946,"1946",170,170 cm,3,11-15 m,4,10-12 m,"5019"
394049308,12053,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1988,"1988",90,90 cm,2,6-10 m,2,4-6 m,"4079"
394049940,232240,magistrat,4,"04., Parkanlage Französische Botschaft, MA42",MA 42 - Parkanlage,Malus spec. (Apfelbaum),1987,"1987",101,101 cm,2,6-10 m,3,7-9 m,"1"
394049960,95406,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1991,"1991",70,70 cm,3,11-15 m,2,4-6 m,"4011"
394049345,11984,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1987,"1987",86,86 cm,3,11-15 m,2,4-6 m,"4066"
394049352,179999,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2010,"2010",51,51 cm,2,6-10 m,2,4-6 m,"4063"
394049355,168704,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2008,"2008",63,63 cm,2,6-10 m,2,4-6 m,"4062"
394049359,168813,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2009,"2009",60,60 cm,2,6-10 m,2,4-6 m,"4061"
394049749,11740,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1988,"1988",85,85 cm,3,11-15 m,3,7-9 m,"3014"
394049750,11739,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1963,"1963",134,134 cm,3,11-15 m,4,10-12 m,"3013"
394049757,11737,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1970,"1970",118,118 cm,2,6-10 m,3,7-9 m,"3011"
394048806,95474,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1990,"1990",76,76 cm,3,11-15 m,2,4-6 m,"5016"
394048807,95473,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1985,"1985",85,85 cm,3,11-15 m,3,7-9 m,"5015"
394049369,11977,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2001,"2001",52,52 cm,2,6-10 m,2,4-6 m,"4059"
394049371,260065,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2015,"2015",37,37 cm,1,0-5 m,1,0-3 m,"4057"
394049385,11971,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1991,"1991",77,77 cm,3,11-15 m,3,7-9 m,"4053"
394049866,200380,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",50,50 cm,2,6-10 m,2,4-6 m,"5008"
394049406,130471,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2006,"2006",65,65 cm,2,6-10 m,2,4-6 m,"4048"
394049988,200862,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",28,28 cm,2,6-10 m,1,0-3 m,"3051"
394049456,156399,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2009,"2009",51,51 cm,2,6-10 m,2,4-6 m,"4030"
394049462,11833,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),2006,"2006",58,58 cm,2,6-10 m,2,4-6 m,"4029"
394049770,95507,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1990,"1990",109,109 cm,3,11-15 m,3,7-9 m,"5049"
394049778,95496,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2004,"2004",49,49 cm,3,11-15 m,2,4-6 m,"5038"
394048908,2209,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1977,"1977",136,136 cm,3,11-15 m,4,10-12 m,"5025"
394049472,179995,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2010,"2010",58,58 cm,2,6-10 m,2,4-6 m,"4026"
394049884,95454,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1992,"1992",70,70 cm,2,6-10 m,2,4-6 m,"4059"
394049898,95429,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia americana (Amerikanische Linde),1982,"1982",100,100 cm,3,11-15 m,2,4-6 m,"4034"
394048950,2201,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1996,"1996",64,64 cm,3,11-15 m,2,4-6 m,"5017"
394049515,11797,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1983,"1983",108,108 cm,3,11-15 m,3,7-9 m,"4014"
394048966,2187,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),2006,"2006",39,39 cm,2,6-10 m,2,4-6 m,"5003"
394048975,171302,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2009,"2009",49,49 cm,2,6-10 m,2,4-6 m,"4035"
394048996,171978,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2009,"2009",61,61 cm,2,6-10 m,2,4-6 m,"4033"
394049556,200615,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",54,54 cm,2,6-10 m,2,4-6 m,"4003"
394049016,200446,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",39,39 cm,2,6-10 m,2,4-6 m,"4029"
394049578,12049,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1978,"1978",107,107 cm,4,16-20 m,3,7-9 m,"3094"
394049060,2162,magistrat,1,Dr.-Karl-Renner-Ring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1997,"1997",63,63 cm,3,11-15 m,2,4-6 m,"4018"
394049064,11794,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1945,"1945",177,177 cm,3,11-15 m,3,7-9 m,"3027"
394050092,95309,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Tilia x vulgaris (Holländische Linde),1981,"1981",97,97 cm,3,11-15 m,2,4-6 m,"2022"
394050111,205151,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Ulmus x hollandica (Bastard-Ulme),2014,"2014",53,53 cm,2,6-10 m,2,4-6 m,"2005"
394050119,223327,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Ulmus x hollandica (Bastard-Ulme),2014,"2014",59,59 cm,2,6-10 m,2,4-6 m,"2004"
394050156,95270,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1992,"1992",73,73 cm,3,11-15 m,2,4-6 m,"1034"
394050165,95267,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1997,"1997",59,59 cm,2,6-10 m,2,4-6 m,"1031"
394050673,295560,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Tilia cordata 'Greenspire' (Stadtlinde),2017,"2017",39,39 cm,2,6-10 m,1,0-3 m,"39"
394050692,225286,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1972,"1972",140,140 cm,4,16-20 m,4,10-12 m,"18"
394050258,225283,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Fagus sylvatica (Rotbuche),1964,"1964",161,161 cm,3,11-15 m,4,10-12 m,"15"
394050350,225269,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1919,"1919",172,172 cm,2,6-10 m,4,10-12 m,"1"
394050360,225317,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Quercus robur (Stieleiche),2005,"2005",58,58 cm,2,6-10 m,1,0-3 m,"49"
394050376,711,magistrat,1,Babenbergerstraße,"MA 28 - Straße, Grünanlage",Aesculus hippocastanum (Rosskastanie),1971,"1971",136,136 cm,3,11-15 m,3,7-9 m,"2009"
394050417,208938,magistrat,4,"04., Resselpark, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1946,"1946",154,154 cm,4,16-20 m,4,10-12 m,"208"
394051939,333301,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"17"
394050453,225303,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Tilia x europaea 'Pallida' (Kaiserlinde),1998,"1998",75,75 cm,2,6-10 m,2,4-6 m,"35"
394051954,333290,magistrat,2,"02., Vorkai - Dianabadufer, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"11"
394050063,201109,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2013,"2013",31,31 cm,2,6-10 m,1,0-3 m,"2044"
394052362,225316,magistrat,1,"01., Grete-Rehor-Park, MA42",MA 42 - Parkanlage,Tilia x euchlora (Krimlinde),1962,"1962",165,165 cm,3,11-15 m,3,7-9 m,"48"
394055861,130928,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2006,"2006",68,68 cm,3,11-15 m,2,4-6 m,"4010"
394055867,130927,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2007,"2007",67,67 cm,3,11-15 m,2,4-6 m,"4014"
394055868,130851,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2006,"2006",65,65 cm,2,6-10 m,2,4-6 m,"1001"
394055924,159168,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2010,"2010",25,25 cm,1,0-5 m,1,0-3 m,"4021"
394055064,12097,magistrat,1,Schubertring,"MA 28 - Straße, Grünanlage",Tilia x europaea 'Pallida' (Kaiserlinde),1997,"1997",70,70 cm,3,11-15 m,2,4-6 m,"3002"
394055075,5662,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Tilia x europaea 'Pallida' (Kaiserlinde),2003,"2003",68,68 cm,3,11-15 m,2,4-6 m,"4025"
394054605,349075,magistrat,1,Kärntner Ring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2039"
394055112,13012,magistrat,1,Stubenring,"MA 28 - Straße, Grünanlage",Tilia x europaea 'Pallida' (Kaiserlinde),1978,"1978",128,128 cm,3,11-15 m,3,7-9 m,"3049"
394055716,9990,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),2003,"2003",57,57 cm,2,6-10 m,2,4-6 m,"2021"
394056271,232290,magistrat,4,"04., Rosa-Mayreder-Park, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1998,"1998",67,67 cm,2,6-10 m,3,7-9 m,"17"
394056272,232289,magistrat,4,"04., Rosa-Mayreder-Park, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),2006,"2006",50,50 cm,2,6-10 m,2,4-6 m,"16"
394056280,232277,magistrat,4,"04., Rosa-Mayreder-Park, MA42",MA 42 - Parkanlage,Ailanthus altissima (Götterbaum),1961,"1961",160,160 cm,3,11-15 m,5,13-15 m,"4"
394055819,8718,magistrat,1,Morzinplatz,"MA 28 - Straße, Grünanlage",Tilia cordata (Winterlinde),1977,"1977",120,120 cm,3,11-15 m,3,7-9 m,"3002"
