OBJECTID,TreeID,DataProvider,District,Street,AreaGroup,TreeType,PlantingYear,PlantingYear_txt,TrunkSize,TrunkSize_txt,TreeHeight,TreeHeight_txt,TreeCrownDiameter,TreeCrownDiameter_txt,TreeNumber
394032975,349338,magistrat,1,"01., Schillerpark, MA42",MA 42 - Parkanlage,Paulownia tomentosa (Blauglockenbaum),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"45"
394033207,146749,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Fagus sylvatica 'Laciniata' (Fiederblatt-Rotbuche),1873,"1873",600,600 cm,5,21-25 m,8,>21 m,N1204
394033230,147648,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1944,"1944",199,199 cm,4,16-20 m,5,13-15 m,"2230"
394033740,146689,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),1987,"1987",307,307 cm,4,16-20 m,4,10-12 m,"1135"
394033238,147639,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1956,"1956",176,176 cm,4,16-20 m,5,13-15 m,"2220"
394033251,147638,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1975,"1975",133,133 cm,4,16-20 m,3,7-9 m,"2219"
394033749,146687,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1971,"1971",134,134 cm,2,6-10 m,3,7-9 m,"1132"
394033752,146685,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Tilia platyphyllos (Sommerlinde),1948,"1948",194,194 cm,4,16-20 m,6,16-18 m,"1131"
394033760,307417,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Corylus spec. (Haselnuss),2002,"2002",296,296 cm,2,6-10 m,3,7-9 m,"1127"
394033768,146706,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1936,"1936",220,220 cm,4,16-20 m,5,13-15 m,"1123"
394033770,360071,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1121"
394033280,147633,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1916,"1916",281,281 cm,4,16-20 m,3,7-9 m,"2216"
394033282,147601,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1954,"1954",189,189 cm,5,21-25 m,6,16-18 m,"2181"
394033284,147598,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),1919,"1919",273,273 cm,4,16-20 m,8,>21 m,"2174"
394033291,147597,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Pterocarya fraxinifolia (Kaukasische Flügelnuss),1956,"1956",175,175 cm,4,16-20 m,6,16-18 m,"2173"
394033791,146668,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1945,"1945",198,198 cm,3,11-15 m,4,10-12 m,"1115"
394033794,146620,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Ginkgo biloba (Fächerblattbaum),1879,"1879",370,370 cm,6,26-30 m,6,16-18 m,"1095"
394033796,146619,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Quercus robur 'Fastigiata' (Säuleneiche),1893,"1893",323,323 cm,6,26-30 m,4,10-12 m,"1094"
394033798,146660,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Ulmus minor (Feldulme),1963,"1963",183,183 cm,5,21-25 m,4,10-12 m,"1084"
394033799,146663,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),1937,"1937",220,220 cm,4,16-20 m,5,13-15 m,"1081"
394033800,360070,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"1077"
394033310,147590,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1982,"1982",114,114 cm,3,11-15 m,3,7-9 m,"2166"
394033314,147589,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Picea abies (Gemeine Fichte),1964,"1964",147,147 cm,4,16-20 m,2,4-6 m,"2150"
394033837,146636,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1976,"1976",125,125 cm,3,11-15 m,4,10-12 m,"1064"
394033842,146640,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1982,"1982",118,118 cm,3,11-15 m,3,7-9 m,"1061"
394033334,147574,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Quercus robur (Stieleiche),1880,"1880",360,360 cm,5,21-25 m,8,>21 m,"2138"
394033336,360074,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2093"
394033851,332334,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Fraxinus americana (Weiß-Esche),2020,"2020",29,29 cm,1,0-5 m,1,0-3 m,"1024"
394033867,146602,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Ulmus minor (Feldulme),1922,"1922",258,258 cm,5,21-25 m,5,13-15 m,"1017"
394033869,146601,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Ulmus minor (Feldulme),1975,"1975",131,131 cm,4,16-20 m,3,7-9 m,"1014"
394033871,146600,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1969,"1969",144,144 cm,3,11-15 m,3,7-9 m,"1013"
394033872,146599,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1968,"1968",147,147 cm,3,11-15 m,4,10-12 m,"1012"
394033418,147540,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1962,"1962",169,169 cm,3,11-15 m,5,13-15 m,"2076"
394033419,147519,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer campestre (Feldahorn),1961,"1961",156,156 cm,4,16-20 m,3,7-9 m,"2063"
394033443,147511,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1873,"1873",519,519 cm,8,> 35 m,8,>21 m,N2058
394033444,147491,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),1991,"1991",79,79 cm,2,6-10 m,2,4-6 m,"2013"
394033449,146746,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Pinus nigra nigra (Österreichische Schwarzkiefer),1963,"1963",150,150 cm,3,11-15 m,3,7-9 m,"1213"
394033473,146723,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Liriodendron tulipifera (Tulpenbaum),1915,"1915",268,268 cm,5,21-25 m,5,13-15 m,"1195"
394033486,315881,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer davidii subsp. grosseri (Grossers Ahorn),2012,"2012",39,39 cm,1,0-5 m,2,4-6 m,"1163"
394033487,146722,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Quercus robur 'Fastigiata Koster' (Säuleneiche),1895,"1895",322,322 cm,5,21-25 m,5,13-15 m,"1194"
394033493,146741,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Pinus nigra nigra (Österreichische Schwarzkiefer),1953,"1953",186,186 cm,4,16-20 m,3,7-9 m,"1184"
394033494,186125,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Davidia involucrata (Taubenbaum),2004,"2004",56,56 cm,2,6-10 m,2,4-6 m,"1174"
394033538,146694,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer negundo (Eschenahorn),1950,"1950",185,185 cm,4,16-20 m,5,13-15 m,"1146"
394033543,1164,magistrat,1,Börseplatz,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1996,"1996",62,62 cm,2,6-10 m,2,4-6 m,"2005"
394033568,146693,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1966,"1966",148,148 cm,5,21-25 m,3,7-9 m,"1144"
394034517,146713,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Corylus colurna (Baumhasel),1898,"1898",321,321 cm,3,11-15 m,6,16-18 m,"1165"
394033623,146692,magistrat,1,"01., Rathauspark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1958,"1958",172,172 cm,3,11-15 m,4,10-12 m,"1137"
394036571,352997,magistrat,1,"01., Wolfgang-Schmitz-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior 'Diversifolia' (Einblättrige Esche),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"16"
394037339,218103,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1996,"1996",83,83 cm,3,11-15 m,2,4-6 m,"118"
394037348,351373,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Prunus x yedoensis 'Shidare Yoshino' (Trauerkirsche),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"30"
394036079,170227,magistrat,1,Stubenbastei,"MA 28 - Straße, Grünanlage",Gleditsia triacanthos 'Skyline' (Säulengleditschie),2009,"2009",65,65 cm,3,11-15 m,3,7-9 m,"2001"
394037278,218108,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2013,"2013",28,28 cm,1,0-5 m,1,0-3 m,"123"
394037279,218107,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1998,"1998",78,78 cm,2,6-10 m,2,4-6 m,"122"
394037284,218105,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2017,"2017",29,29 cm,1,0-5 m,1,0-3 m,"120"
394036117,11802,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1988,"1988",83,83 cm,3,11-15 m,3,7-9 m,"4019"
394036119,11799,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1998,"1998",55,55 cm,2,6-10 m,2,4-6 m,"4016"
394036689,236672,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2014,"2014",53,53 cm,1,0-5 m,2,4-6 m,"2017"
394036702,356227,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pyrus nivalis 'Catalia' (Schneebirne),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"121"
394036716,349540,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pyrus nivalis 'Catalia' (Schneebirne),2021,"2021",0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"120"
394036726,10133,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia platyphyllos (Sommerlinde),1949,"1949",166,166 cm,3,11-15 m,4,10-12 m,"3056"
394036196,159746,magistrat,1,Franz-Josefs-Kai,"MA 28 - Straße, Grünanlage",Aesculus hippocastanum (Rosskastanie),1940,"1940",194,194 cm,4,16-20 m,4,10-12 m,"4042"
394036764,10006,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Tilia x euchlora (Krimlinde),1957,"1957",148,148 cm,4,16-20 m,4,10-12 m,"3017"
394036765,10252,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1982,"1982",91,91 cm,3,11-15 m,3,7-9 m,"1085"
394037319,218104,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Tilia americana (Amerikanische Linde),1975,"1975",135,135 cm,4,16-20 m,3,7-9 m,"119"
394035681,349188,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2051"
394035703,348612,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2003"
394036817,9968,magistrat,1,Parkring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1956,"1956",149,149 cm,4,16-20 m,3,7-9 m,"1022"
394035732,1071,magistrat,9,Berggasse,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1968,"1968",146,146 cm,4,16-20 m,4,10-12 m,"2023"
394035745,349497,magistrat,1,Burgring,"MA 28 - Straße, Grünanlage",Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"3028"
394035762,1050,magistrat,9,Berggasse,"MA 28 - Straße, Grünanlage",Ginkgo biloba 'Princeton Sentry' (Fächerblattbaum),2006,"2006",39,39 cm,2,6-10 m,2,4-6 m,"2002"
394037446,319934,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2019,"2019",27,27 cm,1,0-5 m,1,0-3 m,"113"
394037447,339982,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"111"
394037477,218094,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1982,"1982",118,118 cm,3,11-15 m,3,7-9 m,"109"
394037478,339980,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2019,"2019",30,30 cm,1,0-5 m,1,0-3 m,"108"
394037479,218091,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1986,"1986",108,108 cm,3,11-15 m,3,7-9 m,"106"
394037481,287616,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer negundo 'Flamingo' (Weißbunter Eschenahorn),2016,"2016",16,16 cm,1,0-5 m,1,0-3 m,"105"
394037500,218088,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1988,"1988",103,103 cm,3,11-15 m,3,7-9 m,"103"
394037506,218085,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus 'Atropurpureum' (Purpurner Bergahorn),1971,"1971",144,144 cm,3,11-15 m,3,7-9 m,"100"
394037518,218084,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1994,"1994",88,88 cm,3,11-15 m,2,4-6 m,"99"
394037520,218083,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1969,"1969",149,149 cm,4,16-20 m,4,10-12 m,"98"
394037521,348808,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2020,"2020",30,30 cm,1,0-5 m,1,0-3 m,"97"
394037525,218081,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1992,"1992",92,92 cm,2,6-10 m,3,7-9 m,"96"
394037542,218079,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1998,"1998",78,78 cm,2,6-10 m,2,4-6 m,"94"
394037543,218078,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2005,"2005",61,61 cm,2,6-10 m,2,4-6 m,"93"
394037552,218077,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1977,"1977",131,131 cm,3,11-15 m,3,7-9 m,"92"
394037555,218076,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1974,"1974",138,138 cm,2,6-10 m,3,7-9 m,"91"
394037561,218075,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1973,"1973",140,140 cm,4,16-20 m,3,7-9 m,"90"
394037563,218074,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2010,"2010",48,48 cm,2,6-10 m,2,4-6 m,"89"
394037570,218073,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2013,"2013",36,36 cm,1,0-5 m,2,4-6 m,"88"
394037573,218072,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1975,"1975",134,134 cm,3,11-15 m,3,7-9 m,"87"
394037574,218071,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2010,"2010",48,48 cm,2,6-10 m,2,4-6 m,"86"
394037578,218070,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Schwedleri' (Rotblättriger Spitzahorn),2013,"2013",31,31 cm,1,0-5 m,1,0-3 m,"85"
394037583,218069,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1981,"1981",120,120 cm,3,11-15 m,3,7-9 m,"84"
394037590,218068,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1981,"1981",121,121 cm,4,16-20 m,3,7-9 m,"83"
394037601,218067,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Cleveland' (Kegelspitzahorn),2017,"2017",30,30 cm,1,0-5 m,1,0-3 m,"82"
394037603,218066,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1977,"1977",129,129 cm,3,11-15 m,3,7-9 m,"81"
394037608,218065,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1980,"1980",122,122 cm,3,11-15 m,3,7-9 m,"80"
394037609,218064,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1983,"1983",115,115 cm,3,11-15 m,3,7-9 m,"79"
394037611,218063,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Quercus spec. (Eiche),1997,"1997",47,47 cm,1,0-5 m,1,0-3 m,"78"
394037616,218062,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Tilia cordata (Winterlinde),1997,"1997",95,95 cm,2,6-10 m,2,4-6 m,"77"
394037618,218061,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),1997,"1997",72,72 cm,2,6-10 m,2,4-6 m,"76"
394037620,218060,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Quercus robur (Stieleiche),1997,"1997",101,101 cm,2,6-10 m,2,4-6 m,"75"
394037621,218059,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Fraxinus ornus (Blumenesche),1997,"1997",83,83 cm,2,6-10 m,2,4-6 m,"74"
394037626,215943,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1997,"1997",85,85 cm,2,6-10 m,2,4-6 m,"73"
394037630,215942,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Fagus sylvatica (Rotbuche),1997,"1997",96,96 cm,2,6-10 m,2,4-6 m,"72"
394037634,215941,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer pseudoplatanus 'Atropurpureum' (Purpurner Bergahorn),1997,"1997",141,141 cm,3,11-15 m,4,10-12 m,"71"
394037645,215940,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1997,"1997",141,141 cm,3,11-15 m,4,10-12 m,"70"
394037670,215939,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Malus floribunda (Vielblütiger Apfel),1997,"1997",70,70 cm,1,0-5 m,2,4-6 m,"69"
394037677,215938,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),1997,"1997",98,98 cm,3,11-15 m,3,7-9 m,"68"
394037678,215937,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Betula pendula (Weißbirke),1997,"1997",65,65 cm,2,6-10 m,2,4-6 m,"67"
394037682,215936,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Quercus robur (Stieleiche),1997,"1997",68,68 cm,3,11-15 m,2,4-6 m,"66"
394038767,46388,magistrat,2,"02., Kleine Sperlgasse 2A (Nr. 10), KTH",MA 10 - Kindertagesheim,Populus x canadensis (Kanadische Pappel),0,nicht definiert,210,210 cm,4,16-20 m,3,7-9 m,"2"
394037899,9527,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1964,"1964",137,137 cm,4,16-20 m,4,10-12 m,"3025"
394037910,9452,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1965,"1965",129,129 cm,4,16-20 m,3,7-9 m,"3007"
394037912,9451,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1968,"1968",129,129 cm,4,16-20 m,4,10-12 m,"3006"
394037933,328017,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2018,"2018",25,25 cm,2,6-10 m,1,0-3 m,"3004"
394037391,218102,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),2007,"2007",54,54 cm,2,6-10 m,2,4-6 m,"117"
394037392,218101,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Tilia cordata 'Rancho' (Kleinblättrige Winterlinde),1997,"1997",80,80 cm,2,6-10 m,2,4-6 m,"116"
394037393,305093,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2017,"2017",30,30 cm,1,0-5 m,1,0-3 m,"115"
394039753,284759,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2016,"2016",29,29 cm,1,0-5 m,1,0-3 m,"121"
394039827,319935,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2019,"2019",26,26 cm,1,0-5 m,1,0-3 m,"114"
394039864,218097,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2017,"2017",28,28 cm,1,0-5 m,1,0-3 m,"112"
394041565,330505,magistrat,2,Große Schiffgasse,"MA 28 - Straße, Grünanlage",Acer campestre 'Elsrijk' (Feldahorn),2019,"2019",24,24 cm,1,0-5 m,1,0-3 m,"101"
394039884,299982,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2016,"2016",45,45 cm,1,0-5 m,1,0-3 m,"110"
394041353,2069,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus 'Leopoldii' (Bergahorn),1980,"1980",96,96 cm,3,11-15 m,3,7-9 m,"3048"
394041455,194405,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1958,"1958",166,166 cm,4,16-20 m,5,13-15 m,"16"
394041466,194397,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1952,"1952",185,185 cm,4,16-20 m,5,13-15 m,"8"
394039974,299980,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2016,"2016",29,29 cm,1,0-5 m,1,0-3 m,"107"
394041129,2085,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1984,"1984",86,86 cm,3,11-15 m,3,7-9 m,"4036"
394040044,218089,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer campestre 'Elsrijk' (Feldahorn),2017,"2017",25,25 cm,1,0-5 m,1,0-3 m,"104"
394041169,2006,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1964,"1964",163,163 cm,4,16-20 m,5,13-15 m,"4029"
394040058,339978,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2019,"2019",28,28 cm,1,0-5 m,1,0-3 m,"102"
394040065,218086,magistrat,9,"09., Sigmund-Freud-Park, MA42",MA 42 - Parkanlage,Acer campestre 'Elsrijk' (Feldahorn),2017,"2017",25,25 cm,1,0-5 m,1,0-3 m,"101"
394043410,194417,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1935,"1935",231,231 cm,4,16-20 m,6,16-18 m,"28"
394041833,1958,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus (Bergahorn),1998,"1998",54,54 cm,2,6-10 m,2,4-6 m,"2043"
394042807,332301,magistrat,1,Schottenring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2019,"2019",22,22 cm,1,0-5 m,1,0-3 m,"2067"
394041859,1869,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1976,"1976",109,109 cm,3,11-15 m,3,7-9 m,"2025"
394041865,147747,magistrat,1,Universitätsring,"MA 28 - Straße, Grünanlage",Tilia cordata 'Greenspire' (Stadtlinde),2007,"2007",39,39 cm,2,6-10 m,2,4-6 m,"2008"
394043416,194410,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1960,"1960",162,162 cm,4,16-20 m,6,16-18 m,"21"
394043424,194394,magistrat,1,"01., Parkanlage Beethovenplatz, MA42",MA 42 - Parkanlage,Morus alba (Weißer Maulbeerbaum),1976,"1976",127,127 cm,3,11-15 m,3,7-9 m,"2"
394043444,332288,magistrat,1,Opernring,"MA 28 - Straße, Grünanlage",Celtis australis (Südlicher Zürgelbaum),2020,"2020",23,23 cm,1,0-5 m,1,0-3 m,"2035"
